City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
112,pionerskiy,54.9508,20.2275,-12.14,81,96,6.69,RU,2024-01-07
113,salekhard,66.53,66.6019,-25.15,93,69,2.02,RU,2024-01-07
114,lihue,21.9789,-159.3672,24.58,78,0,2.57,US,2024-01-07
115,monywa,22.1167,95.1333,24.6,43,0,3.83,MM,2024-01-07
116,portland,45.5234,-122.6762,5.38,94,100,4.02,US,2024-01-07
117,puerto baquerizo moreno,-0.9,-89.6,24.33,85,93,5.07,EC,2024-01-07
118,kenai,60.5544,-151.2583,-1.03,93,100,5.66,US,2024-01-07
119,sanctuary point,-35.1114,150.629,26.66,58,54,8.6,AU,2024-01-07
120,ribeira grande,38.5167,-28.7,14.87,85,100,8.47,PT,2024-01-07
121,carnarvon,-24.8667,113.6333,27.14,65,0,7.52,AU,2024-01-07
122,blackmans bay,-43.0167,147.3167,25.07,80,100,0.46,AU,2024-01-07
123,westport,41.1415,-73.3579,3.77,90,100,7.2,US,2024-01-07
124,san patricio,28.017,-97.5169,15.47,58,83,2.57,US,2024-01-07
125,hermanus,-34.4187,19.2345,16.01,86,100,2.05,ZA,2024-01-07
126,conduaga,8.862,117.4893,27.84,79,85,1.88,PH,2024-01-07
127,arraial do cabo,-22.9661,-42.0278,23.74,86,51,2.01,BR,2024-01-07
128,palmer,42.1584,-72.3287,0.48,83,100,3.09,US,2024-01-07
129,smithers,54.7804,-127.1743,-4.82,93,100,1.03,CA,2024-01-07
130,new norfolk,-42.7826,147.0587,25.72,77,100,0.62,AU,2024-01-07
131,haridwar,29.9667,78.1667,11.44,24,0,0.6,IN,2024-01-07
132,fale old settlement,-9.3852,-171.2468,29.3,68,93,3.26,TK,2024-01-07
133,ende,-8.8432,121.6623,29.73,74,100,0.93,ID,2024-01-07
134,galesong,-5.3166,119.3661,32.01,86,100,3.19,ID,2024-01-07
135,puerto ayora,-0.7393,-90.3518,25.31,96,94,1.34,EC,2024-01-07
136,vorgashor,67.5833,63.95,-21.92,99,100,4.4,RU,2024-01-07
137,karaman,37.0833,33.25,4.36,89,84,8.95,TR,2024-01-07
138,morshansk,53.4435,41.8107,-16.8,96,86,3.7,RU,2024-01-07
139,taoudenni,22.6783,-3.9836,18.59,25,0,2.56,ML,2024-01-07
140,waspan,14.7419,-83.9717,21.9,97,6,1.51,NI,2024-01-07
141,mpika,-11.8343,31.4529,17.33,97,100,1.35,ZM,2024-01-07
142,fougamou,-1.2154,10.5838,23.2,98,100,0.77,GA,2024-01-07
143,phan rang-thap cham,11.5667,108.9833,30.18,51,95,6.54,VN,2024-01-07
144,masterton,-40.9597,175.6575,20.49,31,8,3.44,NZ,2024-01-07
145,saipan,15.1355,145.701,29.39,74,40,4.63,MP,2024-01-07
146,udachny,66.4167,112.4,-23.47,97,100,5.78,RU,2024-01-07
147,dudinka,69.4058,86.1778,-21.85,98,100,8.05,RU,2024-01-07
148,paracuru,-3.41,-39.0306,28.39,79,15,5.47,BR,2024-01-07
149,bikenibeu village,1.3673,173.1241,30.98,74,75,2.57,KI,2024-01-07
150,fauske,67.2588,15.3918,-1.79,80,100,3.28,NO,2024-01-07
151,bonthe,7.5264,-12.505,25.77,86,64,0.72,SL,2024-01-07
152,dryden,49.7833,-92.7503,-10.84,85,100,3.09,CA,2024-01-07
153,minas de marcona,-15.2119,-75.1103,17.33,86,70,5.47,PE,2024-01-07
154,castillos,-34.1667,-53.8333,19.69,98,85,2.33,UY,2024-01-07
155,port shepstone,-30.7414,30.455,23.15,81,100,2.44,ZA,2024-01-07
156,wailua homesteads,22.0669,-159.378,24.24,80,0,2.57,US,2024-01-07
157,arawa,-6.2132,155.5367,28.47,85,98,1.99,PG,2024-01-07
158,manali,13.1667,80.2667,26.05,80,100,7.43,IN,2024-01-07
159,kavaratti,10.5669,72.642,28.04,76,98,4.8,IN,2024-01-07
160,bredasdorp,-34.5322,20.0403,16.24,79,100,3.93,ZA,2024-01-07
161,nova sintra,14.8667,-24.7167,21.33,69,0,2.74,CV,2024-01-07
162,chonchi,-42.6128,-73.8092,12.29,81,94,0.48,CL,2024-01-07
163,lompoc,34.6391,-120.4579,13.4,77,100,5.66,US,2024-01-07
164,chimore,-16.9833,-65.1333,23.53,95,64,0.73,BO,2024-01-07
165,hasaki,35.7333,140.8333,11.27,57,74,6.84,JP,2024-01-07
166,jamestown,42.097,-79.2353,-1.66,100,100,1.54,US,2024-01-07
167,kota belud,6.351,116.4305,31.15,65,64,3.51,MY,2024-01-07
168,matozinhos,-19.5578,-44.0814,21.93,88,0,1.03,BR,2024-01-07
169,tolanaro,-25.0319,46.9987,25.04,83,20,7.2,MG,2024-01-07
170,kalaleh,37.3807,55.4916,6.78,100,20,0.0,IR,2024-01-07
171,belgrade,44.804,20.4651,9.63,61,0,6.17,RS,2024-01-07
172,tiksi,71.6872,128.8694,-34.15,98,38,3.22,RU,2024-01-07
173,cidreira,-30.1811,-50.2056,22.55,89,26,9.19,BR,2024-01-07
174,pontian kechil,1.4866,103.3896,28.43,97,100,1.66,MY,2024-01-07
175,kill devil hills,36.0307,-75.676,12.0,95,100,3.6,US,2024-01-07
176,san antonio de pale,-1.4014,5.6325,27.02,73,61,2.78,GQ,2024-01-07
177,eyl,7.9803,49.8164,24.64,59,13,8.33,SO,2024-01-07
178,dzhalil',55.0239,52.7358,-19.41,99,100,2.05,RU,2024-01-07
179,okhotsk,59.3833,143.3,-28.68,80,1,5.21,RU,2024-01-07
180,cabedelo,-6.9811,-34.8339,25.37,74,5,3.31,BR,2024-01-07
181,tommot,58.9564,126.2925,-29.89,95,61,0.89,RU,2024-01-07
182,plastun,44.7561,136.2939,-9.01,42,91,4.97,RU,2024-01-07
183,al muwayh,22.4333,41.7583,16.7,55,33,4.06,SA,2024-01-07
184,kununurra,-15.7667,128.7333,28.99,65,90,1.54,AU,2024-01-07
185,kuruman,-27.4524,23.4325,24.37,44,61,2.16,ZA,2024-01-07
186,sao paulo de olivenca,-3.3783,-68.8725,22.34,98,100,0.53,BR,2024-01-07
187,comodoro rivadavia,-45.8667,-67.5,12.92,71,0,1.54,AR,2024-01-07
188,ordynskoye,54.3656,81.8994,-19.17,97,28,0.7,RU,2024-01-07
189,ulcinj,41.9294,19.2244,9.43,76,76,0.27,ME,2024-01-07
190,la passe,45.5549,-0.8967,3.13,87,14,4.27,FR,2024-01-07
191,chiredzi,-21.05,31.6667,18.99,94,0,0.51,ZW,2024-01-07
192,lebu,-37.6167,-73.65,14.46,96,10,1.25,CL,2024-01-07
193,buala,-8.145,159.5921,28.45,79,86,2.06,SB,2024-01-07
194,chagoda,59.164,35.3285,-27.98,99,46,1.4,RU,2024-01-07
195,victorica,-36.2151,-65.4359,22.33,40,1,1.62,AR,2024-01-07
196,mili,6.0815,171.735,27.87,79,100,9.5,MH,2024-01-07
197,akom ii,2.7833,10.5667,20.14,99,68,0.24,CM,2024-01-07
198,saldanha,-33.0117,17.9442,18.03,93,100,8.48,ZA,2024-01-07
199,petropavlovsk-kamchatsky,53.0452,158.6483,-11.67,78,0,5.36,RU,2024-01-07
200,kruisfontein,-34.0033,24.7314,15.49,81,68,2.26,ZA,2024-01-07
201,mitu,1.1983,-70.1733,25.18,76,89,0.56,CO,2024-01-07
202,norton shores,43.1689,-86.2639,0.1,84,95,1.79,US,2024-01-07
203,mumbwa,-14.9783,27.0619,18.68,94,13,2.43,ZM,2024-01-07
204,sudak,44.85,34.9667,9.2,84,100,1.17,UA,2024-01-07
205,east london,-33.0153,27.9116,19.52,88,0,4.12,ZA,2024-01-07
206,tinghir,31.5157,-5.5343,6.31,35,61,0.71,MA,2024-01-07
207,pontianak,-0.0333,109.3333,27.99,83,75,1.03,ID,2024-01-07
208,akrehamn,59.2667,5.1833,-3.66,68,19,4.63,NO,2024-01-07
209,konarka,19.9,86.1167,25.36,45,2,3.53,IN,2024-01-07
210,geraldton,-28.7667,114.6,33.23,38,0,7.2,AU,2024-01-07
211,pouzauges,46.7794,-0.8362,1.38,90,78,2.96,FR,2024-01-07
212,pisco,-13.7,-76.2167,22.03,83,0,3.09,PE,2024-01-07
213,flying fish cove,-10.4217,105.6791,27.82,89,100,3.6,CX,2024-01-07
214,totness,5.8833,-56.3167,25.49,82,42,5.16,SR,2024-01-07
215,robertsport,6.7533,-11.3686,26.86,83,46,2.62,LR,2024-01-07
216,peniche,39.3558,-9.3811,4.05,73,86,2.11,PT,2024-01-07
217,sur,22.5667,59.5289,22.12,63,0,2.76,OM,2024-01-07
218,gering,41.8258,-103.6605,-0.74,57,0,2.06,US,2024-01-07
219,sitka,57.0531,-135.33,0.94,86,40,2.57,US,2024-01-07
220,nadi,-17.8,177.4167,31.0,70,40,6.69,FJ,2024-01-07
221,maba,24.6841,113.5984,23.0,46,7,1.18,CN,2024-01-07
222,haiku-pauwela,20.9219,-156.3051,25.01,71,0,2.06,US,2024-01-07
223,duong dong,10.2167,103.9667,31.0,62,0,5.66,VN,2024-01-07
224,anadyr,64.75,177.4833,-12.72,92,40,5.0,RU,2024-01-07
225,petukhovo,55.0692,67.9019,-15.26,98,93,3.99,RU,2024-01-07
226,ola,59.5833,151.2833,-28.81,84,11,3.23,RU,2024-01-07
227,coron,11.9986,120.2043,28.75,69,98,3.19,PH,2024-01-07
228,armacao de buzios,-22.7469,-41.8817,24.03,93,33,2.59,BR,2024-01-07
229,olyokminsk,60.3736,120.4264,-29.9,98,96,0.75,RU,2024-01-07
230,nichinan,31.6,131.3667,12.82,52,22,6.92,JP,2024-01-07
231,touros,-5.1989,-35.4608,26.25,81,71,4.44,BR,2024-01-07
232,sitia,35.2,26.0986,19.43,69,7,7.15,GR,2024-01-07
233,yangambi,0.8102,24.4336,21.39,78,19,1.18,CD,2024-01-07
234,posto fiscal rolim de moura,-13.0833,-62.2667,23.09,99,97,1.3,BR,2024-01-07
235,mhamid,29.82,-5.72,9.9,48,82,1.74,MA,2024-01-07
236,kuching,1.55,110.3333,29.56,89,40,1.54,MY,2024-01-07
237,sao joao da barra,-21.6403,-41.0511,22.53,94,72,2.7,BR,2024-01-07
238,ardakan,32.31,54.0175,7.6,38,26,1.03,IR,2024-01-07
239,rosetta,31.4044,30.4164,14.43,83,38,3.81,EG,2024-01-07
240,bafoulabe,13.8065,-10.8321,23.93,13,75,0.86,ML,2024-01-07
241,ust-tsilma,65.441,52.1498,-26.88,100,100,1.34,RU,2024-01-07
242,al ghayzah,16.2079,52.176,20.89,38,12,4.7,YE,2024-01-07
243,dyurtyuli,55.4911,54.8688,-19.58,98,100,3.17,RU,2024-01-07
244,jieshi,22.8134,115.8257,19.41,62,30,9.87,CN,2024-01-07
245,sidi khaled,34.387,4.9879,8.82,61,27,5.97,DZ,2024-01-07
246,hadibu,12.65,54.0333,24.56,54,9,6.47,YE,2024-01-07
247,yarmouth,41.7057,-70.2286,4.03,86,100,7.72,US,2024-01-07
248,langtang,9.1333,9.7833,20.85,19,11,2.89,NG,2024-01-07
249,el sauzal de rodriguez,31.9,-116.6833,12.37,58,0,1.72,MX,2024-01-07
250,mantua,45.1667,10.7833,8.34,90,100,2.24,IT,2024-01-07
251,maracacume,-2.0428,-45.9592,22.88,99,100,0.71,BR,2024-01-07
252,yaren,-0.5472,166.916,28.93,74,9,5.97,NR,2024-01-07
253,lata,40.1629,-8.3327,1.71,88,95,1.3,PT,2024-01-07
254,olbia,40.9214,9.4856,11.03,62,0,11.83,IT,2024-01-07
255,cockburn town,21.4612,-71.1419,25.5,79,2,7.49,TC,2024-01-07
256,vila velha,-20.3297,-40.2925,24.97,84,75,2.57,BR,2024-01-07
257,xiva,41.3783,60.3639,5.99,81,100,8.05,UZ,2024-01-07
258,ukata,10.8312,5.8249,19.31,19,5,2.92,NG,2024-01-07
259,enewetak,11.3474,162.3373,27.2,66,74,9.01,MH,2024-01-07
260,montelibano,7.9829,-75.4229,24.65,88,4,1.64,CO,2024-01-07
261,hami,42.8,93.45,-3.89,57,84,1.24,CN,2024-01-07
262,ust-nera,64.5667,143.2,-39.81,100,100,1.79,RU,2024-01-07
263,praia da vitoria,38.7333,-27.0667,15.14,94,40,9.91,PT,2024-01-07
264,remire-montjoly,4.9167,-52.2667,23.02,100,0,0.0,GF,2024-01-07
265,kaynarca,41.0308,30.3075,16.1,61,2,3.76,TR,2024-01-07
266,brookings,44.3114,-96.7984,-7.53,88,100,5.66,US,2024-01-07
267,barguzin,53.6167,109.6167,-13.6,89,73,0.8,RU,2024-01-07
268,codrington,-38.2667,141.9667,19.44,97,100,2.79,AU,2024-01-07
269,iskateley,67.6803,53.1512,-16.1,95,15,3.13,RU,2024-01-07
270,shiguai,40.7058,110.2856,-10.84,60,3,2.17,CN,2024-01-07
271,harda khas,22.3333,77.1,22.61,57,26,2.63,IN,2024-01-07
272,allada,6.6655,2.1514,27.42,94,2,0.34,BJ,2024-01-07
273,selfoss,63.9331,-20.9971,0.85,84,100,4.61,IS,2024-01-07
274,arno,60.1167,18.6333,-6.23,94,57,1.21,SE,2024-01-07
275,sittwe,20.15,92.9,25.13,34,0,2.11,MM,2024-01-07
276,alice springs,-23.7,133.8833,36.75,23,75,2.06,AU,2024-01-07
277,kimbe,-5.5502,150.1429,29.3,78,100,1.97,PG,2024-01-07
278,greenville,35.6127,-77.3663,10.09,95,75,2.57,US,2024-01-07
279,antsiranana,-12.2787,49.2917,27.42,83,75,0.0,MG,2024-01-07
280,porto-vecchio,41.591,9.2795,9.81,81,100,6.69,FR,2024-01-07
281,gokwe,-18.2048,28.9349,20.14,78,12,2.18,ZW,2024-01-07
282,waeng,16.3001,103.9779,27.93,41,94,3.92,TH,2024-01-07
283,vallenar,-28.5708,-70.7581,19.22,56,0,1.22,CL,2024-01-07
284,karratha,-20.7377,116.8463,37.82,27,10,7.29,AU,2024-01-07
285,krasnoufimsk,56.6059,57.7669,-12.37,96,100,1.9,RU,2024-01-07
286,sinabang,2.4803,96.3801,27.72,78,100,3.88,ID,2024-01-07
287,nikolayevsk-on-amure,53.1406,140.73,-19.69,82,60,1.62,RU,2024-01-07
288,kiunga,-6.1219,141.2906,29.83,78,99,0.38,PG,2024-01-07
289,hundested,55.9667,11.8667,-7.88,92,3,6.94,DK,2024-01-07
290,novodvinsk,64.4165,40.8122,-15.14,99,99,2.01,RU,2024-01-07
291,roxas,11.5853,122.7511,26.75,85,100,6.63,PH,2024-01-07
292,kingston,17.997,-76.7936,27.53,80,20,3.6,JM,2024-01-07
293,shiyan,32.6475,110.7781,8.01,39,93,2.92,CN,2024-01-07
294,nelson bay,-32.7167,152.15,29.03,66,75,12.52,AU,2024-01-07
295,shingu,33.7333,135.9833,9.8,46,1,6.58,JP,2024-01-07
296,papao,-17.75,-149.55,28.82,78,100,5.55,PF,2024-01-07
297,thunder bay,48.4001,-89.3168,-2.01,100,100,1.03,CA,2024-01-07
298,broome,42.2506,-75.833,-1.32,95,100,0.89,US,2024-01-07
299,kairouan,35.6781,10.0963,11.01,50,20,1.54,TN,2024-01-07
300,ratnagiri,16.9833,73.3,29.16,40,53,2.19,IN,2024-01-07
301,kidal,18.4411,1.4078,19.62,16,91,3.06,ML,2024-01-07
302,mirny,62.5353,113.9611,-18.6,96,100,2.6,RU,2024-01-07
303,calipatria,33.1256,-115.5142,15.25,38,91,6.01,US,2024-01-07
304,rangia,26.4667,91.6333,20.97,39,0,2.53,IN,2024-01-07
305,port elizabeth,-33.918,25.5701,19.62,79,0,3.6,ZA,2024-01-07
306,malango,-2.9627,119.9001,25.06,83,100,0.88,ID,2024-01-07
307,belyy yar,53.6039,91.3903,-9.06,86,96,1.0,RU,2024-01-07
308,amahai,-3.3333,128.9167,30.35,66,100,1.83,ID,2024-01-07
309,coquimbo,-29.9533,-71.3436,16.85,88,0,1.03,CL,2024-01-07
310,st. john's,47.5649,-52.7093,-10.57,79,75,14.4,CA,2024-01-07
311,lubsko,51.7847,14.972,-2.27,78,100,5.15,PL,2024-01-07
312,afaahiti,-17.75,-149.2833,27.81,78,100,3.83,PF,2024-01-07
313,namtsy,62.7161,129.6658,-45.2,100,84,0.76,RU,2024-01-07
314,bovalino,38.149,16.174,12.41,80,98,11.28,IT,2024-01-07
315,beihai,21.4833,109.1,21.11,75,95,4.14,CN,2024-01-07
316,avarua,-21.2078,-159.775,27.03,83,75,4.63,CK,2024-01-07
317,college,64.8569,-147.8028,-20.31,76,20,2.06,US,2024-01-07
318,cabo san lucas,22.8909,-109.9124,20.98,52,100,0.95,MX,2024-01-07
319,ulaangom,49.9811,92.0667,-19.57,88,99,0.76,MN,2024-01-07
320,houghton,47.1219,-88.569,-2.29,94,75,0.0,US,2024-01-07
321,huautla de jimenez,18.1315,-96.8409,12.37,92,65,1.0,MX,2024-01-07
322,tabou,4.423,-7.3528,26.65,85,17,2.89,CI,2024-01-07
323,guerrero negro,27.9769,-114.0611,16.26,53,0,5.99,MX,2024-01-07
324,luoyang,34.6836,112.4536,4.37,36,16,1.94,CN,2024-01-07
325,huron,41.1501,-82.5499,0.7,95,96,2.67,US,2024-01-07
326,nibley,41.6744,-111.833,0.21,73,100,3.6,US,2024-01-07
327,betio village,1.358,172.9211,31.02,78,98,4.17,KI,2024-01-07
328,atherton,53.5237,-2.4935,3.75,19,47,1.27,GB,2024-01-07
329,mokhsogollokh,61.4681,128.9203,-40.56,100,82,0.93,RU,2024-01-07
330,pacific grove,36.6177,-121.9166,11.35,75,95,4.92,US,2024-01-07
